geral; gerador; descriminador 
0.2254; 0.9126; 1.4646 
0.2248; 0.9123; 1.4685 
0.2260; 0.9122; 1.4645 
0.2265; 0.9119; 1.4663 
0.2217; 0.9129; 1.4704 
0.2247; 0.9128; 1.4744 
0.2259; 0.9127; 1.4819 
0.2256; 0.9125; 1.4760 
0.2269; 0.9122; 1.4961 
0.2267; 0.9123; 1.4887 
0.2246; 0.9126; 1.4822 
0.2253; 0.9127; 1.4808 
0.2298; 0.9126; 1.4771 
0.2323; 0.9126; 1.4747 
0.2303; 0.9128; 1.4841 
0.2283; 0.9124; 1.4845 
0.2283; 0.9121; 1.4869 
0.2322; 0.9123; 1.4877 
0.2422; 0.9124; 1.4842 
0.2414; 0.9126; 1.4880 
0.2393; 0.9124; 1.4909 
0.2407; 0.9120; 1.4905 
0.2385; 0.9120; 1.4923 
0.2399; 0.9118; 1.4866 
0.2408; 0.9116; 1.4816 
0.2406; 0.9116; 1.4821 
0.2418; 0.9118; 1.4824 
0.2201; 0.9118; 1.2477 
0.2175; 0.9117; 1.3862 
0.2057; 0.9114; 1.4719 
0.2494; 0.9115; 1.4538 
0.2442; 0.9112; 1.4152 
0.2345; 0.9115; 1.4436 
0.2469; 0.9113; 1.4578 
0.2527; 0.9109; 1.4435 
0.2741; 0.9112; 1.4241 
0.2633; 0.9109; 1.4235 
0.2616; 0.9106; 1.4249 
0.2481; 0.9106; 1.4152 
0.2460; 0.9102; 1.4145 
0.2496; 0.9098; 1.4077 
0.2490; 0.9098; 1.4161 
0.2488; 0.9096; 1.4076 
0.2510; 0.9094; 1.4113 
0.2513; 0.9097; 1.4170 
0.2499; 0.9097; 1.4093 
0.2490; 0.9098; 1.4000 
0.2463; 0.9096; 1.3983 
0.2546; 0.9094; 1.3964 
0.2561; 0.9094; 1.3892 
0.2536; 0.9097; 1.3960 
0.2543; 0.9096; 1.3995 
0.2538; 0.9094; 1.4100 
0.2603; 0.9093; 1.4117 
0.2524; 0.9091; 1.3915 
0.2534; 0.9093; 1.3888 
0.2514; 0.9089; 1.3867 
0.2523; 0.9089; 1.3870 
0.2477; 0.9087; 1.3835 
0.2490; 0.9082; 1.3944 
0.2497; 0.9079; 1.3992 
0.2504; 0.9087; 1.3946 
0.2499; 0.9089; 1.3949 
0.2484; 0.9086; 1.3998 
0.2451; 0.9090; 1.3998 
0.2470; 0.9090; 1.3980 
0.2488; 0.9091; 1.3941 
0.2518; 0.9091; 1.4007 
0.2517; 0.9089; 1.4019 
0.2494; 0.9092; 1.4068 
0.2482; 0.9095; 1.4034 
0.2475; 0.9097; 1.4086 
0.2489; 0.9091; 1.4218 
0.2513; 0.9086; 1.4278 
0.2507; 0.9086; 1.4272 
0.2510; 0.9085; 1.4300 
0.2518; 0.9087; 1.4354 
0.2220; 0.9089; 1.2614 
0.2741; 0.9089; 1.2498 
0.2483; 0.9088; 1.3387 
0.2669; 0.9087; 1.3973 
0.2608; 0.9086; 1.4246 
0.2587; 0.9087; 1.4006 
0.2444; 0.9085; 1.3943 
0.2540; 0.9084; 1.4167 
0.2379; 0.9083; 1.4264 
0.2249; 0.9087; 1.4094 
0.2154; 0.9087; 1.4177 
0.2265; 0.9084; 1.4063 
0.2367; 0.9084; 1.4104 
0.2228; 0.9094; 1.5007 
0.2189; 0.9093; 1.4980 
0.2220; 0.9091; 1.4852 
0.2210; 0.9091; 1.4749 
0.2202; 0.9089; 1.4746 
0.2250; 0.9088; 1.4766 
0.2288; 0.9093; 1.4697 
0.2288; 0.9091; 1.4643 
0.2312; 0.9089; 1.4643 
0.2327; 0.9086; 1.4556 
0.2361; 0.9087; 1.4451 
0.2374; 0.9091; 1.4521 
0.2423; 0.9089; 1.4481 
0.2435; 0.9089; 1.4433 
0.2390; 0.9088; 1.4490 
0.2391; 0.9093; 1.4465 
0.2398; 0.9092; 1.4522 
0.2415; 0.9094; 1.4482 
0.2362; 0.9094; 1.4316 
0.2355; 0.9090; 1.4356 
0.2333; 0.9093; 1.4381 
0.2312; 0.9091; 1.4404 
0.2299; 0.9088; 1.4444 
0.2331; 0.9086; 1.4526 
0.2360; 0.9085; 1.4541 
0.2355; 0.9091; 1.4543 
0.2342; 0.9088; 1.4559 
0.2351; 0.9085; 1.4520 
0.2326; 0.9082; 1.4601 
0.2315; 0.9080; 1.4652 
0.2350; 0.9078; 1.4631 
0.2361; 0.9075; 1.4678 
0.2354; 0.9074; 1.4691 
0.2401; 0.9075; 1.4656 
0.2422; 0.9075; 1.4603 
0.2455; 0.9072; 1.4598 
0.2478; 0.9082; 1.4576 
0.2171; 0.9078; 1.5012 
0.1626; 0.9079; 1.5131 
0.1654; 0.9079; 1.4740 
0.1580; 0.9077; 1.5087 
0.1817; 0.9080; 1.4957 
0.1941; 0.9081; 1.5126 
0.2172; 0.9081; 1.4783 
0.2143; 0.9082; 1.4590 
0.2179; 0.9081; 1.4392 
0.2179; 0.9083; 1.4364 
0.2121; 0.9080; 1.4528 
0.2278; 0.9083; 1.4159 
0.2372; 0.9081; 1.4414 
0.2352; 0.9076; 1.4592 
0.2312; 0.9076; 1.4509 
0.2326; 0.9073; 1.4424 
0.2325; 0.9073; 1.4452 
0.2233; 0.9077; 1.4846 
0.2235; 0.9075; 1.4870 
0.2244; 0.9072; 1.4934 
0.2271; 0.9067; 1.5069 
0.2240; 0.9067; 1.5130 
0.2240; 0.9065; 1.5131 
0.2247; 0.9063; 1.5065 
0.2288; 0.9062; 1.5075 
0.2291; 0.9061; 1.5013 
0.2326; 0.9061; 1.5038 
0.2319; 0.9057; 1.5069 
0.2291; 0.9058; 1.5103 
0.2348; 0.9056; 1.5135 
0.2336; 0.9055; 1.5155 
0.2304; 0.9054; 1.5134 
0.2300; 0.9059; 1.5143 
0.2324; 0.9055; 1.5139 
0.2424; 0.9053; 1.5157 
0.2365; 0.9057; 1.5071 
0.2357; 0.9058; 1.5055 
0.2413; 0.9057; 1.5056 
0.2401; 0.9052; 1.5016 
0.2408; 0.9050; 1.5028 
0.2457; 0.9049; 1.5028 
0.2476; 0.9047; 1.5047 
0.2457; 0.9048; 1.5077 
0.2452; 0.9051; 1.5145 
0.2457; 0.9051; 1.5184 
0.2445; 0.9052; 1.5116 
0.2423; 0.9050; 1.5151 
0.2416; 0.9045; 1.5175 
0.2413; 0.9043; 1.5169 
0.2407; 0.9043; 1.5155 
0.2589; 0.9040; 1.4458 
0.2099; 0.9040; 1.3309 
0.2182; 0.9037; 1.3499 
0.1777; 0.9030; 1.5292 
0.2171; 0.9030; 1.5031 
0.2042; 0.9033; 1.5088 
0.2104; 0.9030; 1.4788 
0.2029; 0.9029; 1.4836 
0.2134; 0.9033; 1.4969 
0.2241; 0.9034; 1.4945 
0.2351; 0.9033; 1.5030 
0.2384; 0.9030; 1.5009 
0.2349; 0.9031; 1.4961 
0.2311; 0.9031; 1.4865 
0.2322; 0.9033; 1.4795 
0.2406; 0.9029; 1.4785 
0.2474; 0.9026; 1.4742 
0.2404; 0.9024; 1.4800 
0.2420; 0.9024; 1.4961 
0.2358; 0.9024; 1.4834 
0.2363; 0.9024; 1.4940 
0.2277; 0.9024; 1.4728 
0.2301; 0.9026; 1.4834 
0.2229; 0.9024; 1.4916 
0.2246; 0.9024; 1.4931 
0.2196; 0.9025; 1.4879 
0.2282; 0.9023; 1.4839 
0.2304; 0.9019; 1.4961 
0.2260; 0.9017; 1.4946 
0.2248; 0.9017; 1.4900 
0.2293; 0.9015; 1.4988 
0.2285; 0.9016; 1.4962 
0.2266; 0.9015; 1.5012 
0.2281; 0.9011; 1.5053 
0.2280; 0.9010; 1.5093 
0.2275; 0.9011; 1.5097 
0.2263; 0.9011; 1.5053 
0.2300; 0.9010; 1.5004 
0.2308; 0.9011; 1.5044 
0.2312; 0.9007; 1.5019 
0.2298; 0.9003; 1.5034 
0.2274; 0.9000; 1.5120 
0.2296; 0.9004; 1.5029 
0.2275; 0.9002; 1.5064 
0.2290; 0.9002; 1.5002 
0.2304; 0.9000; 1.4993 
0.2323; 0.8998; 1.5040 
0.2332; 0.8995; 1.5025 
0.2328; 0.8992; 1.5089 
0.2323; 0.8994; 1.5043 
0.1743; 0.8991; 1.5365 
0.2393; 0.8993; 1.4268 
0.2123; 0.8993; 1.4345 
0.2126; 0.8993; 1.4780 
0.1934; 0.8988; 1.5051 
0.1995; 0.8989; 1.5035 
0.2049; 0.8987; 1.5242 
0.1866; 0.8979; 1.6368 
0.2124; 0.8983; 1.6026 
0.2025; 0.8983; 1.5720 
0.2133; 0.8984; 1.5920 
0.2041; 0.8983; 1.5692 
0.2137; 0.8981; 1.5725 
0.2143; 0.8979; 1.5612 
0.2180; 0.8978; 1.5720 
0.2242; 0.8974; 1.5676 
0.2225; 0.8974; 1.5627 
0.2211; 0.8975; 1.5373 
0.2191; 0.8977; 1.5196 
0.2278; 0.8976; 1.5171 
0.2284; 0.8974; 1.5196 
0.2256; 0.8974; 1.5018 
0.2250; 0.8972; 1.4927 
0.2292; 0.8972; 1.4850 
0.2301; 0.8971; 1.4876 
0.2271; 0.8978; 1.4801 
0.2272; 0.8982; 1.4967 
0.2284; 0.8981; 1.4966 
0.2324; 0.8978; 1.5044 
0.2292; 0.8980; 1.4948 
0.2359; 0.8976; 1.5054 
0.2367; 0.8972; 1.5066 
0.2405; 0.8969; 1.5055 
0.2422; 0.8971; 1.4963 
0.2425; 0.8973; 1.4927 
0.2429; 0.8970; 1.4856 
0.2424; 0.8970; 1.4890 
0.2467; 0.8966; 1.4962 
0.2498; 0.8966; 1.4928 
0.2485; 0.8964; 1.4925 
0.2483; 0.8962; 1.4906 
0.2483; 0.8962; 1.4877 
0.2481; 0.8959; 1.4910 
0.2482; 0.8959; 1.4924 
0.2490; 0.8959; 1.4855 
0.2488; 0.8959; 1.4883 
0.2495; 0.8958; 1.4874 
0.2478; 0.8960; 1.4886 
0.2507; 0.8962; 1.4954 
0.2503; 0.8967; 1.4925 
0.2671; 0.8967; 1.7959 
0.2692; 0.8970; 1.6952 
0.2487; 0.8969; 1.5746 
0.2432; 0.8968; 1.5547 
0.2321; 0.8967; 1.5279 
0.2346; 0.8968; 1.5332 
0.2352; 0.8966; 1.5478 
0.2214; 0.8968; 1.5291 
0.2281; 0.8967; 1.5276 
0.2220; 0.8966; 1.5303 
0.2200; 0.8967; 1.5183 
0.2155; 0.8966; 1.4644 
0.2150; 0.8966; 1.4669 
0.2104; 0.8970; 1.4578 
0.2149; 0.8970; 1.4544 
0.2101; 0.8969; 1.4601 
0.2174; 0.8969; 1.4614 
0.2246; 0.8969; 1.4629 
0.2235; 0.8969; 1.4568 
0.2221; 0.8969; 1.4644 
0.2243; 0.8967; 1.4552 
0.2224; 0.8968; 1.4604 
0.2199; 0.8967; 1.4533 
0.2240; 0.8968; 1.4560 
0.2259; 0.8966; 1.4593 
0.2233; 0.8964; 1.4521 
0.2328; 0.8967; 1.4586 
0.2297; 0.8965; 1.4633 
0.2291; 0.8965; 1.4619 
0.2372; 0.8968; 1.4589 
0.2378; 0.8968; 1.4549 
0.2371; 0.8972; 1.4571 
0.2376; 0.8970; 1.4522 
0.2359; 0.8971; 1.4493 
0.2366; 0.8968; 1.4483 
0.2380; 0.8966; 1.4425 
0.2406; 0.8966; 1.4397 
0.2401; 0.8967; 1.4422 
0.2419; 0.8964; 1.4426 
0.2422; 0.8963; 1.4459 
0.2386; 0.8963; 1.4443 
0.2426; 0.8961; 1.4457 
0.2422; 0.8962; 1.4423 
0.2402; 0.8960; 1.4432 
0.2398; 0.8961; 1.4473 
0.2401; 0.8960; 1.4522 
0.2439; 0.8957; 1.4532 
0.2407; 0.8955; 1.4519 
0.2400; 0.8953; 1.4482 
0.2378; 0.8952; 1.4478 
0.3054; 0.8956; 1.5077 
0.2413; 0.8954; 1.5547 
0.2662; 0.8954; 1.5032 
0.2726; 0.8953; 1.5042 
0.2776; 0.8956; 1.4702 
0.2788; 0.8952; 1.4828 
0.2759; 0.8953; 1.5494 
0.2598; 0.8954; 1.5094 
0.2510; 0.8955; 1.4996 
0.2596; 0.8952; 1.4979 
0.2591; 0.8951; 1.5183 
0.2521; 0.8954; 1.5359 
0.2448; 0.8958; 1.5427 
0.2439; 0.8956; 1.5406 
0.2458; 0.8956; 1.5403 
0.2373; 0.8958; 1.5059 
0.2383; 0.8957; 1.5120 
0.2414; 0.8957; 1.5215 
0.2437; 0.8957; 1.5167 
0.2440; 0.8955; 1.5257 
0.2427; 0.8958; 1.5166 
0.2399; 0.8955; 1.5196 
0.2382; 0.8953; 1.5287 
0.2380; 0.8952; 1.5140 
0.2376; 0.8951; 1.5048 
0.2312; 0.8950; 1.4972 
0.2324; 0.8952; 1.5057 
0.2326; 0.8949; 1.5020 
0.2320; 0.8947; 1.5060 
0.2296; 0.8946; 1.5097 
0.2288; 0.8949; 1.4974 
0.2279; 0.8949; 1.4988 
0.2311; 0.8948; 1.4978 
0.2253; 0.8943; 1.4935 
0.2257; 0.8943; 1.5000 
0.2254; 0.8943; 1.4952 
0.2253; 0.8942; 1.4926 
0.2234; 0.8943; 1.4891 
0.2237; 0.8942; 1.4941 
0.2250; 0.8945; 1.5003 
0.2276; 0.8946; 1.4978 
0.2301; 0.8949; 1.4963 
0.2283; 0.8947; 1.4913 
0.2265; 0.8951; 1.4925 
0.2243; 0.8952; 1.4883 
0.2251; 0.8950; 1.4954 
0.2257; 0.8950; 1.4946 
0.2241; 0.8950; 1.4878 
0.2252; 0.8951; 1.4894 
0.2275; 0.8950; 1.4895 
0.2781; 0.8951; 1.2098 
0.1725; 0.8955; 1.1951 
0.2004; 0.8955; 1.2858 
0.1970; 0.8954; 1.3161 
0.1917; 0.8954; 1.3436 
0.1788; 0.8955; 1.3385 
0.2161; 0.8956; 1.3240 
0.2267; 0.8956; 1.3601 
0.2276; 0.8955; 1.3628 
0.2343; 0.8957; 1.3600 
0.2314; 0.8955; 1.3597 
0.2300; 0.8955; 1.3891 
0.2212; 0.8953; 1.3955 
0.2298; 0.8953; 1.3806 
0.2353; 0.8950; 1.3907 
0.2352; 0.8953; 1.3868 
0.2430; 0.8954; 1.3866 
0.2417; 0.8953; 1.3857 
0.2396; 0.8954; 1.3838 
0.2344; 0.8948; 1.4613 
0.2381; 0.8948; 1.4612 
0.2354; 0.8948; 1.4684 
0.2372; 0.8949; 1.4723 
0.2361; 0.8949; 1.4736 
0.2380; 0.8947; 1.4796 
0.2400; 0.8947; 1.4917 
0.2403; 0.8949; 1.4907 
0.2411; 0.8950; 1.4748 
0.2430; 0.8950; 1.4780 
0.2408; 0.8948; 1.4746 
0.2373; 0.8948; 1.4703 
0.2385; 0.8948; 1.4712 
0.2382; 0.8945; 1.4737 
0.2363; 0.8945; 1.4786 
0.2373; 0.8944; 1.4701 
0.2428; 0.8943; 1.4640 
0.2430; 0.8942; 1.4598 
0.2398; 0.8944; 1.4592 
0.2403; 0.8945; 1.4523 
0.2395; 0.8945; 1.4468 
0.2397; 0.8944; 1.4440 
0.2374; 0.8942; 1.4521 
0.2414; 0.8941; 1.4529 
0.2396; 0.8940; 1.4503 
0.2396; 0.8941; 1.4492 
0.2398; 0.8939; 1.4481 
0.2393; 0.8937; 1.4460 
0.2371; 0.8940; 1.4472 
0.2360; 0.8940; 1.4516 
0.2371; 0.8939; 1.4506 
0.1881; 0.8937; 1.3360 
0.1633; 0.8937; 1.3484 
0.1392; 0.8937; 1.3865 
0.1986; 0.8939; 1.4954 
0.2325; 0.8942; 1.4752 
0.2009; 0.8944; 1.3941 
0.2322; 0.8942; 1.4066 
0.2265; 0.8943; 1.3885 
0.2258; 0.8941; 1.3852 
0.2219; 0.8941; 1.3906 
0.2263; 0.8940; 1.3925 
0.2313; 0.8941; 1.3798 
0.2341; 0.8940; 1.3819 
0.2379; 0.8938; 1.3866 
0.2363; 0.8938; 1.4183 
0.2365; 0.8938; 1.4077 
0.2398; 0.8937; 1.3997 
0.2383; 0.8934; 1.4140 
0.2380; 0.8935; 1.4076 
0.2338; 0.8934; 1.3985 
0.2483; 0.8936; 1.4087 
0.2501; 0.8938; 1.4057 
0.2494; 0.8941; 1.4123 
0.2419; 0.8942; 1.4430 
0.2437; 0.8942; 1.4403 
0.2376; 0.8942; 1.4434 
0.2379; 0.8941; 1.4476 
0.2335; 0.8941; 1.4479 
0.2391; 0.8941; 1.4476 
0.2365; 0.8939; 1.4485 
0.2346; 0.8939; 1.4507 
0.2345; 0.8938; 1.4635 
0.2348; 0.8936; 1.4625 
0.2321; 0.8936; 1.4571 
0.2311; 0.8934; 1.4642 
0.2358; 0.8934; 1.4530 
0.2360; 0.8931; 1.4566 
0.2341; 0.8929; 1.4591 
0.2336; 0.8928; 1.4514 
0.2364; 0.8927; 1.4510 
0.2351; 0.8927; 1.4493 
0.2321; 0.8925; 1.4436 
0.2323; 0.8925; 1.4435 
0.2323; 0.8926; 1.4375 
0.2312; 0.8927; 1.4392 
0.2299; 0.8925; 1.4389 
0.2315; 0.8925; 1.4347 
0.2310; 0.8924; 1.4396 
0.2319; 0.8924; 1.4449 
0.2330; 0.8923; 1.4457 
0.2392; 0.8923; 1.6957 
0.2611; 0.8921; 1.6127 
0.2308; 0.8919; 1.5894 
0.2767; 0.8916; 1.5578 
0.2783; 0.8913; 1.6665 
0.2583; 0.8913; 1.6446 
0.2667; 0.8912; 1.5960 
0.2699; 0.8912; 1.5976 
0.2724; 0.8910; 1.6141 
0.2542; 0.8905; 1.6377 
0.2570; 0.8907; 1.6311 
0.2520; 0.8904; 1.6333 
0.2554; 0.8904; 1.6223 
0.2520; 0.8902; 1.6208 
0.2510; 0.8901; 1.6324 
0.2546; 0.8902; 1.6321 
0.2519; 0.8901; 1.6232 
0.2490; 0.8898; 1.6286 
0.2460; 0.8895; 1.6416 
0.2463; 0.8896; 1.6346 
0.2397; 0.8895; 1.6203 
0.2433; 0.8893; 1.6317 
0.2397; 0.8892; 1.6167 
0.2339; 0.8892; 1.6087 
0.2369; 0.8890; 1.6085 
0.2382; 0.8891; 1.6020 
0.2409; 0.8891; 1.6020 
0.2378; 0.8892; 1.5976 
0.2415; 0.8892; 1.5940 
0.2371; 0.8890; 1.5808 
0.2376; 0.8890; 1.5924 
0.2346; 0.8889; 1.5866 
0.2365; 0.8890; 1.5849 
0.2407; 0.8889; 1.5747 
0.2425; 0.8889; 1.5646 
0.2407; 0.8888; 1.5620 
0.2394; 0.8889; 1.5532 
0.2372; 0.8888; 1.5546 
0.2338; 0.8886; 1.5565 
0.2363; 0.8888; 1.5597 
0.2354; 0.8892; 1.5573 
0.2335; 0.8892; 1.5555 
0.2320; 0.8891; 1.5528 
0.2322; 0.8890; 1.5509 
0.2350; 0.8890; 1.5595 
0.2313; 0.8890; 1.5602 
0.2326; 0.8889; 1.5592 
0.2315; 0.8890; 1.5556 
0.2354; 0.8891; 1.5565 
0.2352; 0.8889; 1.5575 
0.3897; 0.8888; 1.4166 
0.3390; 0.8890; 1.2923 
0.3015; 0.8892; 1.4744 
0.2785; 0.8891; 1.4354 
0.2551; 0.8893; 1.4287 
0.2442; 0.8890; 1.4124 
0.2454; 0.8888; 1.4701 
0.2653; 0.8889; 1.4359 
0.2759; 0.8891; 1.4295 
0.2624; 0.8891; 1.4194 
0.2620; 0.8889; 1.4359 
0.2632; 0.8892; 1.4282 
0.2664; 0.8890; 1.4454 
0.2494; 0.8894; 1.4193 
0.2497; 0.8891; 1.4428 
0.2460; 0.8890; 1.4342 
0.2455; 0.8889; 1.4281 
0.2385; 0.8891; 1.4180 
0.2405; 0.8890; 1.4147 
0.2368; 0.8889; 1.4086 
0.2314; 0.8887; 1.4173 
0.2311; 0.8886; 1.4061 
0.2283; 0.8885; 1.4144 
0.2259; 0.8884; 1.4178 
0.2241; 0.8883; 1.4244 
0.2276; 0.8880; 1.4360 
0.2291; 0.8880; 1.4290 
0.2259; 0.8883; 1.4261 
0.2259; 0.8882; 1.4297 
0.2247; 0.8882; 1.4253 
0.2249; 0.8882; 1.4296 
0.2206; 0.8880; 1.4310 
0.2276; 0.8878; 1.4325 
0.2282; 0.8880; 1.4379 
0.2291; 0.8879; 1.4361 
0.2268; 0.8879; 1.4443 
0.2301; 0.8877; 1.4459 
0.2328; 0.8879; 1.4392 
0.2334; 0.8879; 1.4431 
0.2325; 0.8879; 1.4412 
0.2339; 0.8877; 1.4556 
0.2334; 0.8875; 1.4570 
0.2322; 0.8876; 1.4619 
0.2363; 0.8875; 1.4631 
0.2407; 0.8873; 1.4651 
0.2399; 0.8871; 1.4663 
0.2377; 0.8873; 1.4653 
0.2389; 0.8871; 1.4679 
0.2401; 0.8870; 1.4657 
0.2422; 0.8870; 1.4731 
0.2640; 0.8871; 1.2084 
0.2196; 0.8870; 1.3310 
0.2327; 0.8869; 1.3558 
0.2176; 0.8868; 1.3869 
0.2269; 0.8866; 1.4280 
0.2267; 0.8867; 1.4506 
0.2251; 0.8867; 1.4326 
0.2279; 0.8866; 1.4145 
0.2272; 0.8866; 1.4611 
0.2208; 0.8865; 1.4670 
0.2142; 0.8865; 1.4846 
0.2221; 0.8864; 1.4945 
0.2437; 0.8863; 1.5005 
0.2376; 0.8864; 1.5160 
0.2360; 0.8863; 1.5123 
0.2357; 0.8861; 1.5191 
0.2402; 0.8858; 1.5164 
0.2338; 0.8855; 1.5229 
0.2363; 0.8854; 1.5292 
0.2355; 0.8857; 1.5266 
0.2368; 0.8856; 1.5141 
0.2359; 0.8854; 1.5142 
0.2358; 0.8853; 1.5349 
0.2363; 0.8851; 1.5286 
0.2362; 0.8851; 1.5268 
0.2370; 0.8851; 1.5099 
0.2387; 0.8849; 1.5061 
0.2358; 0.8849; 1.5033 
0.2380; 0.8849; 1.5143 
0.2385; 0.8850; 1.5009 
0.2368; 0.8850; 1.4980 
0.2347; 0.8850; 1.4914 
0.2340; 0.8849; 1.4843 
0.2350; 0.8847; 1.4888 
0.2374; 0.8850; 1.4922 
0.2325; 0.8848; 1.5045 
0.2355; 0.8847; 1.5109 
0.2350; 0.8848; 1.5113 
0.2367; 0.8848; 1.5063 
0.2361; 0.8849; 1.5097 
0.2371; 0.8848; 1.5074 
0.2394; 0.8844; 1.5080 
0.2393; 0.8844; 1.5047 
0.2378; 0.8844; 1.5140 
0.2376; 0.8844; 1.5096 
0.2376; 0.8844; 1.5023 
0.2362; 0.8842; 1.5032 
0.2407; 0.8843; 1.5069 
0.2395; 0.8842; 1.5039 
0.2388; 0.8843; 1.5018 
0.2009; 0.8843; 1.3557 
0.2860; 0.8841; 1.3905 
0.3009; 0.8838; 1.5485 
0.2325; 0.8838; 1.3642 
0.2523; 0.8836; 1.4176 
0.2318; 0.8837; 1.4148 
0.2301; 0.8837; 1.4069 
0.2271; 0.8837; 1.4083 
0.2505; 0.8837; 1.4013 
0.2628; 0.8835; 1.4063 
0.2734; 0.8838; 1.4316 
0.2682; 0.8837; 1.4282 
0.2601; 0.8836; 1.4255 
0.2535; 0.8837; 1.4141 
0.2453; 0.8835; 1.4253 
0.2498; 0.8834; 1.4258 
0.2562; 0.8831; 1.4366 
0.2498; 0.8830; 1.4477 
0.2446; 0.8831; 1.4554 
0.2453; 0.8832; 1.4546 
0.2447; 0.8831; 1.4478 
0.2353; 0.8830; 1.4462 
0.2395; 0.8830; 1.4394 
0.2433; 0.8831; 1.4358 
0.2456; 0.8830; 1.4273 
0.2454; 0.8830; 1.4237 
0.2440; 0.8829; 1.4182 
0.2434; 0.8828; 1.4187 
0.2447; 0.8827; 1.4194 
0.2423; 0.8827; 1.4142 
0.2431; 0.8826; 1.4072 
0.2383; 0.8829; 1.4072 
0.2404; 0.8827; 1.4121 
0.2472; 0.8825; 1.4182 
0.2497; 0.8823; 1.4203 
0.2472; 0.8822; 1.4284 
0.2473; 0.8823; 1.4264 
0.2468; 0.8821; 1.4267 
0.2467; 0.8821; 1.4355 
0.2437; 0.8818; 1.4525 
0.2434; 0.8818; 1.4539 
0.2417; 0.8819; 1.4564 
0.2413; 0.8815; 1.4618 
0.2391; 0.8816; 1.4567 
0.2423; 0.8815; 1.4503 
0.2439; 0.8814; 1.4469 
0.2434; 0.8816; 1.4459 
0.2430; 0.8814; 1.4478 
0.2439; 0.8814; 1.4496 
0.2418; 0.8815; 1.4523 
0.1721; 0.8813; 1.7062 
0.2174; 0.8810; 1.6586 
0.2205; 0.8810; 1.5508 
0.2043; 0.8812; 1.4527 
0.1916; 0.8810; 1.4010 
0.2010; 0.8807; 1.4262 
0.2339; 0.8806; 1.4345 
0.2093; 0.8804; 1.4733 
0.2170; 0.8801; 1.4824 
0.2101; 0.8801; 1.4628 
0.2146; 0.8800; 1.4607 
0.2183; 0.8798; 1.4480 
0.2238; 0.8800; 1.4459 
0.2352; 0.8797; 1.4382 
0.2297; 0.8797; 1.4484 
0.2288; 0.8796; 1.4588 
0.2312; 0.8796; 1.4691 
0.2307; 0.8795; 1.4671 
0.2274; 0.8796; 1.4565 
0.2352; 0.8794; 1.4454 
0.2361; 0.8796; 1.4590 
0.2347; 0.8796; 1.4512 
0.2397; 0.8796; 1.4556 
0.2390; 0.8795; 1.4588 
0.2432; 0.8797; 1.4631 
0.2358; 0.8793; 1.4787 
0.2364; 0.8791; 1.4805 
0.2354; 0.8791; 1.4788 
0.2341; 0.8792; 1.4788 
0.2369; 0.8790; 1.4851 
0.2390; 0.8787; 1.4934 
0.2419; 0.8788; 1.4820 
0.2402; 0.8787; 1.4806 
0.2389; 0.8789; 1.4783 
0.2389; 0.8788; 1.4774 
0.2359; 0.8790; 1.4753 
0.2362; 0.8787; 1.4867 
0.2385; 0.8788; 1.4821 
0.2407; 0.8787; 1.4879 
0.2404; 0.8786; 1.4856 
0.2404; 0.8783; 1.4910 
0.2408; 0.8786; 1.4922 
0.2413; 0.8785; 1.4956 
0.2380; 0.8788; 1.4917 
0.2373; 0.8788; 1.4909 
0.2344; 0.8788; 1.4864 
0.2349; 0.8786; 1.4883 
0.2320; 0.8786; 1.4821 
0.2344; 0.8788; 1.4916 
0.2351; 0.8787; 1.4874 
0.1801; 0.8786; 1.5676 
0.2289; 0.8786; 1.7139 
0.2362; 0.8787; 1.6394 
0.2135; 0.8788; 1.6164 
0.1938; 0.8789; 1.5545 
0.2029; 0.8788; 1.5573 
0.2120; 0.8787; 1.5631 
0.2127; 0.8787; 1.5389 
0.2410; 0.8788; 1.5316 
0.2643; 0.8787; 1.5352 
0.2616; 0.8786; 1.5331 
0.2491; 0.8790; 1.5028 
0.2634; 0.8789; 1.5141 
0.2649; 0.8791; 1.5062 
0.2587; 0.8793; 1.4954 
0.2540; 0.8791; 1.4904 
0.2535; 0.8790; 1.4999 
0.2532; 0.8789; 1.5063 
0.2560; 0.8788; 1.5051 
0.2547; 0.8787; 1.5080 
0.2515; 0.8785; 1.5059 
0.2529; 0.8787; 1.5096 
0.2446; 0.8786; 1.5057 
0.2488; 0.8785; 1.5201 
0.2457; 0.8783; 1.5145 
0.2432; 0.8783; 1.5134 
0.2387; 0.8784; 1.5134 
0.2365; 0.8783; 1.5249 
0.2440; 0.8783; 1.5247 
0.2399; 0.8780; 1.5448 
0.2381; 0.8780; 1.5496 
0.2411; 0.8780; 1.5487 
0.2394; 0.8778; 1.5471 
0.2383; 0.8776; 1.5522 
0.2396; 0.8776; 1.5550 
0.2380; 0.8777; 1.5608 
0.2376; 0.8779; 1.5505 
0.2378; 0.8780; 1.5431 
0.2368; 0.8780; 1.5471 
0.2337; 0.8781; 1.5382 
0.2304; 0.8781; 1.5325 
0.2349; 0.8781; 1.5275 
0.2345; 0.8779; 1.5307 
0.2324; 0.8778; 1.5243 
0.2317; 0.8777; 1.5212 
0.2327; 0.8779; 1.5203 
0.2354; 0.8778; 1.5181 
0.2320; 0.8776; 1.5132 
0.2314; 0.8774; 1.5131 
0.2306; 0.8774; 1.5199 
