geral; gerador; descriminador 
0.2388; 0.8101; 1.4468 
0.2437; 0.8101; 1.4395 
0.2414; 0.8101; 1.4356 
0.2416; 0.8101; 1.4396 
0.2403; 0.8101; 1.4489 
0.2395; 0.8101; 1.4506 
0.2471; 0.8101; 1.4378 
0.2474; 0.8101; 1.4344 
0.2491; 0.8101; 1.4423 
0.2510; 0.8101; 1.4385 
0.2464; 0.8101; 1.4396 
0.2483; 0.8101; 1.4436 
0.2487; 0.8101; 1.4485 
0.2489; 0.8100; 1.4466 
0.2480; 0.8100; 1.4465 
0.2477; 0.8100; 1.4548 
0.2457; 0.8101; 1.4505 
0.2438; 0.8101; 1.4507 
0.2470; 0.8100; 1.4573 
0.2469; 0.8100; 1.4631 
0.2447; 0.8100; 1.4675 
0.3684; 0.8100; 1.7455 
0.3254; 0.8100; 1.5254 
0.3092; 0.8100; 1.5356 
0.2466; 0.8101; 1.4258 
0.2283; 0.8101; 1.4032 
0.2450; 0.8101; 1.3783 
0.2489; 0.8101; 1.3661 
0.2507; 0.8101; 1.3710 
0.2582; 0.8101; 1.4036 
0.2551; 0.8101; 1.4097 
0.2564; 0.8101; 1.3899 
0.2610; 0.8100; 1.3818 
0.2595; 0.8101; 1.3913 
0.2609; 0.8100; 1.4080 
0.2675; 0.8100; 1.4135 
0.2682; 0.8100; 1.4216 
0.2687; 0.8100; 1.4112 
0.2625; 0.8100; 1.4038 
0.2569; 0.8100; 1.4046 
0.2534; 0.8099; 1.4135 
0.2605; 0.8099; 1.4158 
0.2621; 0.8099; 1.4331 
0.2608; 0.8099; 1.4395 
0.2564; 0.8098; 1.4344 
0.2561; 0.8098; 1.4397 
0.2522; 0.8098; 1.4361 
0.2547; 0.8099; 1.4335 
0.2523; 0.8099; 1.4288 
0.2539; 0.8099; 1.4302 
0.2531; 0.8099; 1.4369 
0.2541; 0.8099; 1.4427 
0.2497; 0.8099; 1.4432 
0.2443; 0.8099; 1.4411 
0.2463; 0.8099; 1.4388 
0.2439; 0.8099; 1.4379 
0.2394; 0.8099; 1.4481 
0.2393; 0.8098; 1.4533 
0.2406; 0.8098; 1.4510 
0.2397; 0.8098; 1.4486 
0.2393; 0.8099; 1.4336 
0.2406; 0.8098; 1.4308 
0.2394; 0.8099; 1.4318 
0.2395; 0.8099; 1.4244 
0.2392; 0.8099; 1.4201 
0.2382; 0.8098; 1.4230 
0.2392; 0.8098; 1.4246 
0.2396; 0.8098; 1.4313 
0.2406; 0.8098; 1.4273 
0.2393; 0.8098; 1.4254 
0.2391; 0.8098; 1.4255 
0.3470; 0.8098; 1.7247 
0.3472; 0.8099; 1.5842 
0.3546; 0.8099; 1.5408 
0.3005; 0.8099; 1.4893 
0.2796; 0.8099; 1.4912 
0.2762; 0.8099; 1.4478 
0.2668; 0.8099; 1.4535 
0.2838; 0.8099; 1.4348 
0.2789; 0.8099; 1.4234 
0.2612; 0.8099; 1.4243 
0.2599; 0.8099; 1.4434 
0.2514; 0.8098; 1.4563 
0.2483; 0.8098; 1.4383 
0.2520; 0.8098; 1.4389 
0.2502; 0.8098; 1.4372 
0.2492; 0.8098; 1.4271 
0.2510; 0.8098; 1.4097 
0.2537; 0.8099; 1.3930 
0.2575; 0.8099; 1.3894 
0.2627; 0.8099; 1.3921 
0.2627; 0.8098; 1.4047 
0.2580; 0.8098; 1.4003 
0.2601; 0.8098; 1.4058 
0.2591; 0.8098; 1.4037 
0.2621; 0.8098; 1.4044 
0.2526; 0.8098; 1.3859 
0.2507; 0.8098; 1.3873 
0.2471; 0.8098; 1.3950 
0.2442; 0.8098; 1.3882 
0.2403; 0.8099; 1.3958 
0.2399; 0.8099; 1.4067 
0.2403; 0.8099; 1.4086 
0.2415; 0.8100; 1.4036 
0.2441; 0.8100; 1.4026 
0.2436; 0.8100; 1.3990 
0.2426; 0.8100; 1.4014 
0.2406; 0.8100; 1.4038 
0.2440; 0.8100; 1.4058 
0.2445; 0.8100; 1.4130 
0.2419; 0.8100; 1.4165 
0.2404; 0.8100; 1.4146 
0.2413; 0.8099; 1.4183 
0.2417; 0.8099; 1.4196 
0.2407; 0.8100; 1.4176 
0.2391; 0.8100; 1.4165 
0.2404; 0.8100; 1.4163 
0.2407; 0.8100; 1.4136 
0.2427; 0.8099; 1.4166 
0.2429; 0.8099; 1.4172 
0.2432; 0.8099; 1.4223 
0.2730; 0.8100; 1.6105 
0.2972; 0.8099; 1.6342 
0.2769; 0.8099; 1.5300 
0.2495; 0.8099; 1.5362 
0.2231; 0.8099; 1.5520 
0.2448; 0.8099; 1.4942 
0.2463; 0.8099; 1.4670 
0.2367; 0.8099; 1.4746 
0.2478; 0.8099; 1.4933 
0.2482; 0.8098; 1.5090 
0.2667; 0.8098; 1.5092 
0.2484; 0.8098; 1.5540 
0.2462; 0.8098; 1.5423 
0.2404; 0.8098; 1.5324 
0.2358; 0.8098; 1.5264 
0.2344; 0.8098; 1.5179 
0.2352; 0.8098; 1.5111 
0.2408; 0.8098; 1.4976 
0.2404; 0.8098; 1.4827 
0.2454; 0.8098; 1.4734 
0.2420; 0.8098; 1.4518 
0.2354; 0.8099; 1.4532 
0.2305; 0.8099; 1.4463 
0.2334; 0.8098; 1.4578 
0.2360; 0.8098; 1.4546 
0.2319; 0.8098; 1.4598 
0.2278; 0.8098; 1.4555 
0.2274; 0.8098; 1.4523 
0.2263; 0.8098; 1.4612 
0.2336; 0.8097; 1.4670 
0.2355; 0.8097; 1.4702 
0.2349; 0.8097; 1.4673 
0.2356; 0.8097; 1.4623 
0.2330; 0.8097; 1.4517 
0.2351; 0.8097; 1.4487 
0.2380; 0.8097; 1.4421 
0.2392; 0.8097; 1.4353 
0.2374; 0.8097; 1.4291 
0.2362; 0.8097; 1.4266 
0.2358; 0.8097; 1.4262 
0.2348; 0.8098; 1.4292 
0.2360; 0.8098; 1.4305 
0.2344; 0.8098; 1.4236 
0.2332; 0.8098; 1.4264 
0.2336; 0.8099; 1.4253 
0.2356; 0.8098; 1.4280 
0.2394; 0.8098; 1.4231 
0.2361; 0.8098; 1.4368 
0.2371; 0.8098; 1.4377 
0.2360; 0.8098; 1.4360 
0.2435; 0.8098; 1.3161 
0.1973; 0.8098; 1.3450 
0.2590; 0.8098; 1.4201 
0.2392; 0.8098; 1.4805 
0.2430; 0.8098; 1.4857 
0.2500; 0.8098; 1.4780 
0.2507; 0.8098; 1.4177 
0.2514; 0.8098; 1.4228 
0.2365; 0.8098; 1.4229 
0.2458; 0.8098; 1.4056 
0.2520; 0.8098; 1.4074 
0.2454; 0.8098; 1.4022 
0.2386; 0.8098; 1.4125 
0.2452; 0.8098; 1.4280 
0.2498; 0.8098; 1.4054 
0.2492; 0.8098; 1.3892 
0.2473; 0.8098; 1.3846 
0.2394; 0.8098; 1.3736 
0.2390; 0.8099; 1.3753 
0.2335; 0.8099; 1.3802 
0.2389; 0.8099; 1.3669 
0.2417; 0.8099; 1.3611 
0.2425; 0.8099; 1.3726 
0.2403; 0.8099; 1.3715 
0.2394; 0.8099; 1.3733 
0.2367; 0.8099; 1.3811 
0.2323; 0.8099; 1.3879 
0.2358; 0.8098; 1.3974 
0.2350; 0.8098; 1.3924 
0.2339; 0.8098; 1.3986 
0.2341; 0.8097; 1.4011 
0.2330; 0.8097; 1.4004 
0.2379; 0.8097; 1.3978 
0.2323; 0.8098; 1.3960 
0.2326; 0.8098; 1.3990 
0.2296; 0.8097; 1.4093 
0.2319; 0.8098; 1.4098 
0.2277; 0.8098; 1.3983 
0.2308; 0.8098; 1.4048 
0.2336; 0.8098; 1.4010 
0.2320; 0.8098; 1.3976 
0.2320; 0.8098; 1.3985 
0.2327; 0.8098; 1.3996 
0.2338; 0.8097; 1.3964 
0.2334; 0.8097; 1.3971 
0.2360; 0.8097; 1.4016 
0.2365; 0.8097; 1.4040 
0.2345; 0.8097; 1.4052 
0.2347; 0.8097; 1.4031 
0.2362; 0.8097; 1.4023 
0.4750; 0.8097; 1.4164 
0.4187; 0.8097; 1.7491 
0.3502; 0.8096; 1.6692 
0.2985; 0.8096; 1.6705 
0.2793; 0.8096; 1.6559 
0.2701; 0.8096; 1.6469 
0.2657; 0.8096; 1.6406 
0.2700; 0.8096; 1.6624 
0.2801; 0.8096; 1.6880 
0.2773; 0.8095; 1.6639 
0.2640; 0.8095; 1.6424 
0.2573; 0.8095; 1.6203 
0.2532; 0.8095; 1.6183 
0.2653; 0.8094; 1.6133 
0.2700; 0.8094; 1.5876 
0.2623; 0.8094; 1.5867 
0.2632; 0.8094; 1.5763 
0.2625; 0.8094; 1.5684 
0.2601; 0.8094; 1.5669 
0.2513; 0.8094; 1.5786 
0.2482; 0.8094; 1.5703 
0.2404; 0.8093; 1.5620 
0.2407; 0.8093; 1.5553 
0.2375; 0.8094; 1.5562 
0.2435; 0.8094; 1.5518 
0.2438; 0.8094; 1.5452 
0.2406; 0.8094; 1.5339 
0.2439; 0.8094; 1.5437 
0.2417; 0.8094; 1.5403 
0.2406; 0.8094; 1.5292 
0.2428; 0.8094; 1.5259 
0.2453; 0.8094; 1.5237 
0.2475; 0.8094; 1.5216 
0.2426; 0.8093; 1.5267 
0.2372; 0.8093; 1.5254 
0.2368; 0.8093; 1.5197 
0.2356; 0.8093; 1.5213 
0.2315; 0.8093; 1.5326 
0.2323; 0.8093; 1.5340 
0.2320; 0.8093; 1.5344 
0.2300; 0.8093; 1.5333 
0.2309; 0.8093; 1.5347 
0.2322; 0.8093; 1.5289 
0.2336; 0.8093; 1.5249 
0.2322; 0.8093; 1.5210 
0.2340; 0.8093; 1.5184 
0.2333; 0.8093; 1.5177 
0.2305; 0.8093; 1.5153 
0.2297; 0.8093; 1.5140 
0.2336; 0.8093; 1.5160 
0.2062; 0.8093; 1.4398 
0.1891; 0.8093; 1.4609 
0.2264; 0.8093; 1.4198 
0.2613; 0.8093; 1.4135 
0.2936; 0.8094; 1.4021 
0.2489; 0.8095; 1.4345 
0.2544; 0.8095; 1.4311 
0.2518; 0.8095; 1.4283 
0.2414; 0.8094; 1.4502 
0.2395; 0.8094; 1.4784 
0.2387; 0.8094; 1.4949 
0.2380; 0.8094; 1.5074 
0.2429; 0.8094; 1.4972 
0.2410; 0.8094; 1.5107 
0.2341; 0.8094; 1.5128 
0.2304; 0.8094; 1.5389 
0.2263; 0.8094; 1.5428 
0.2246; 0.8094; 1.5365 
0.2238; 0.8094; 1.5268 
0.2199; 0.8094; 1.5169 
0.2237; 0.8094; 1.5163 
0.2211; 0.8094; 1.5136 
0.2246; 0.8094; 1.5144 
0.2164; 0.8094; 1.5467 
0.2198; 0.8094; 1.5431 
0.2174; 0.8094; 1.5408 
0.2193; 0.8094; 1.5322 
0.2160; 0.8094; 1.5327 
0.2189; 0.8094; 1.5263 
0.2208; 0.8094; 1.5205 
0.2236; 0.8095; 1.5151 
0.2222; 0.8094; 1.5192 
0.2197; 0.8094; 1.5164 
0.2222; 0.8094; 1.5160 
0.2201; 0.8094; 1.5093 
0.2246; 0.8094; 1.5153 
0.2261; 0.8094; 1.5195 
0.2236; 0.8095; 1.5191 
0.2271; 0.8094; 1.5143 
0.2279; 0.8095; 1.5161 
0.2343; 0.8094; 1.5176 
0.2297; 0.8095; 1.5284 
0.2276; 0.8095; 1.5320 
0.2301; 0.8095; 1.5265 
0.2305; 0.8095; 1.5247 
0.2301; 0.8095; 1.5219 
0.2310; 0.8095; 1.5198 
0.2318; 0.8095; 1.5253 
0.2310; 0.8095; 1.5209 
0.2298; 0.8095; 1.5174 
0.2155; 0.8095; 1.3874 
0.1932; 0.8095; 1.4220 
0.1895; 0.8095; 1.4296 
0.2277; 0.8096; 1.3744 
0.2575; 0.8096; 1.3719 
0.2468; 0.8095; 1.4142 
0.2398; 0.8096; 1.4213 
0.2467; 0.8096; 1.4152 
0.2543; 0.8096; 1.4409 
0.2366; 0.8095; 1.4460 
0.2358; 0.8095; 1.4702 
0.2331; 0.8095; 1.4925 
0.2336; 0.8095; 1.4781 
0.2281; 0.8095; 1.4754 
0.2317; 0.8095; 1.4851 
0.2374; 0.8095; 1.4903 
0.2361; 0.8095; 1.4882 
0.2335; 0.8095; 1.4844 
0.2337; 0.8096; 1.4693 
0.2354; 0.8095; 1.4775 
0.2338; 0.8096; 1.4666 
0.2318; 0.8096; 1.4577 
0.2318; 0.8096; 1.4521 
0.2310; 0.8096; 1.4463 
0.2346; 0.8096; 1.4514 
0.2400; 0.8096; 1.4443 
0.2402; 0.8096; 1.4383 
0.2339; 0.8096; 1.4240 
0.2318; 0.8096; 1.4208 
0.2331; 0.8097; 1.4198 
0.2370; 0.8097; 1.4168 
0.2333; 0.8097; 1.4177 
0.2337; 0.8097; 1.4168 
0.2358; 0.8096; 1.4275 
0.2362; 0.8096; 1.4357 
0.2347; 0.8096; 1.4317 
0.2336; 0.8097; 1.4275 
0.2322; 0.8097; 1.4240 
0.2305; 0.8097; 1.4261 
0.2305; 0.8097; 1.4211 
0.2306; 0.8097; 1.4170 
0.2297; 0.8097; 1.4195 
0.2331; 0.8097; 1.4195 
0.2331; 0.8098; 1.4201 
0.2327; 0.8098; 1.4170 
0.2288; 0.8099; 1.4249 
0.2288; 0.8099; 1.4316 
0.2267; 0.8099; 1.4290 
0.2271; 0.8099; 1.4299 
0.2253; 0.8099; 1.4312 
0.2311; 0.8099; 1.5131 
0.2408; 0.8099; 1.4426 
0.2413; 0.8099; 1.4573 
0.2857; 0.8099; 1.4859 
0.2728; 0.8099; 1.5180 
0.2496; 0.8099; 1.5193 
0.2371; 0.8099; 1.5363 
0.2599; 0.8098; 1.5110 
0.2718; 0.8098; 1.5050 
0.2533; 0.8098; 1.4698 
0.2428; 0.8098; 1.4903 
0.2316; 0.8098; 1.4980 
0.2372; 0.8098; 1.5123 
0.2282; 0.8098; 1.4882 
0.2400; 0.8098; 1.4912 
0.2353; 0.8098; 1.4984 
0.2350; 0.8098; 1.4848 
0.2315; 0.8098; 1.4868 
0.2298; 0.8098; 1.4855 
0.2240; 0.8098; 1.4683 
0.2257; 0.8098; 1.4696 
0.2244; 0.8098; 1.4728 
0.2214; 0.8097; 1.4805 
0.2198; 0.8098; 1.4856 
0.2264; 0.8098; 1.4789 
0.2283; 0.8097; 1.4759 
0.2273; 0.8098; 1.4785 
0.2246; 0.8098; 1.4727 
0.2284; 0.8097; 1.4722 
0.2264; 0.8097; 1.4709 
0.2315; 0.8097; 1.4686 
0.2255; 0.8097; 1.4536 
0.2252; 0.8097; 1.4516 
0.2255; 0.8096; 1.4523 
0.2248; 0.8096; 1.4587 
0.2233; 0.8097; 1.4530 
0.2238; 0.8097; 1.4488 
0.2256; 0.8097; 1.4485 
0.2267; 0.8097; 1.4404 
0.2276; 0.8097; 1.4424 
0.2277; 0.8097; 1.4405 
0.2284; 0.8097; 1.4371 
0.2267; 0.8097; 1.4380 
0.2324; 0.8097; 1.4358 
0.2341; 0.8097; 1.4354 
0.2334; 0.8097; 1.4351 
0.2347; 0.8097; 1.4331 
0.2329; 0.8096; 1.4396 
0.2345; 0.8097; 1.4335 
0.2303; 0.8096; 1.4457 
0.3360; 0.8095; 1.6735 
0.2341; 0.8095; 1.4713 
0.2481; 0.8096; 1.4009 
0.2254; 0.8096; 1.5196 
0.2253; 0.8095; 1.5294 
0.2521; 0.8095; 1.5151 
0.2394; 0.8095; 1.5130 
0.2276; 0.8096; 1.5082 
0.2226; 0.8096; 1.4932 
0.2252; 0.8096; 1.5220 
0.2137; 0.8096; 1.5279 
0.2291; 0.8096; 1.5172 
0.2277; 0.8095; 1.5247 
0.2234; 0.8095; 1.5425 
0.2345; 0.8095; 1.5406 
0.2513; 0.8095; 1.5225 
0.2560; 0.8096; 1.5129 
0.2432; 0.8095; 1.5091 
0.2424; 0.8095; 1.5013 
0.2398; 0.8095; 1.5226 
0.2395; 0.8095; 1.5212 
0.2362; 0.8095; 1.5101 
0.2364; 0.8095; 1.5156 
0.2395; 0.8095; 1.5175 
0.2381; 0.8095; 1.5178 
0.2406; 0.8095; 1.5150 
0.2408; 0.8095; 1.5233 
0.2422; 0.8095; 1.5241 
0.2420; 0.8095; 1.5150 
0.2460; 0.8095; 1.5107 
0.2494; 0.8095; 1.5123 
0.2458; 0.8095; 1.5114 
0.2440; 0.8095; 1.5007 
0.2438; 0.8095; 1.4967 
0.2420; 0.8095; 1.4965 
0.2373; 0.8095; 1.5024 
0.2390; 0.8094; 1.5001 
0.2355; 0.8094; 1.4971 
0.2346; 0.8094; 1.4953 
0.2320; 0.8095; 1.4931 
0.2317; 0.8095; 1.4937 
0.2323; 0.8095; 1.4975 
0.2328; 0.8095; 1.4945 
0.2312; 0.8095; 1.4976 
0.2299; 0.8095; 1.4953 
0.2301; 0.8095; 1.4947 
0.2283; 0.8095; 1.4912 
0.2315; 0.8095; 1.4896 
0.2311; 0.8095; 1.4870 
0.2308; 0.8095; 1.4847 
0.1727; 0.8095; 1.4319 
0.2064; 0.8095; 1.4945 
0.2383; 0.8095; 1.5271 
0.2131; 0.8095; 1.5832 
0.2715; 0.8095; 1.5710 
0.2491; 0.8095; 1.5504 
0.2537; 0.8094; 1.5958 
0.2475; 0.8094; 1.5885 
0.2475; 0.8094; 1.5825 
0.2460; 0.8094; 1.5664 
0.2489; 0.8094; 1.5610 
0.2553; 0.8094; 1.5470 
0.2484; 0.8094; 1.5379 
0.2459; 0.8094; 1.5505 
0.2365; 0.8094; 1.5325 
0.2390; 0.8094; 1.5348 
0.2377; 0.8094; 1.5239 
0.2363; 0.8094; 1.5096 
0.2354; 0.8094; 1.5006 
0.2331; 0.8094; 1.5050 
0.2345; 0.8094; 1.4891 
0.2281; 0.8095; 1.4676 
0.2281; 0.8095; 1.4704 
0.2247; 0.8095; 1.4716 
0.2223; 0.8094; 1.4816 
0.2186; 0.8094; 1.4782 
0.2221; 0.8094; 1.4765 
0.2252; 0.8094; 1.4706 
0.2274; 0.8094; 1.4768 
0.2246; 0.8094; 1.4834 
0.2229; 0.8094; 1.4754 
0.2199; 0.8094; 1.4658 
0.2163; 0.8094; 1.4639 
0.2209; 0.8095; 1.4699 
0.2190; 0.8095; 1.4674 
0.2181; 0.8094; 1.4708 
0.2169; 0.8094; 1.4679 
0.2165; 0.8094; 1.4648 
0.2183; 0.8095; 1.4696 
0.2137; 0.8094; 1.4800 
0.2163; 0.8094; 1.4770 
0.2143; 0.8094; 1.4764 
0.2143; 0.8094; 1.4734 
0.2156; 0.8094; 1.4727 
0.2183; 0.8094; 1.4720 
0.2194; 0.8093; 1.4740 
0.2195; 0.8093; 1.4720 
0.2209; 0.8093; 1.4703 
0.2200; 0.8093; 1.4668 
0.2201; 0.8093; 1.4661 
0.2132; 0.8093; 1.4054 
0.2421; 0.8093; 1.5324 
0.2234; 0.8093; 1.5829 
0.2184; 0.8093; 1.6283 
0.2220; 0.8093; 1.6214 
0.2269; 0.8093; 1.5987 
0.2470; 0.8093; 1.6064 
0.2284; 0.8094; 1.5895 
0.2368; 0.8094; 1.6017 
0.2458; 0.8094; 1.6285 
0.2443; 0.8094; 1.6084 
0.2332; 0.8094; 1.5860 
0.2329; 0.8094; 1.5632 
0.2541; 0.8094; 1.5454 
0.2564; 0.8094; 1.5372 
0.2479; 0.8094; 1.5287 
0.2417; 0.8094; 1.5230 
0.2389; 0.8095; 1.5152 
0.2423; 0.8095; 1.5142 
0.2399; 0.8095; 1.5127 
0.2398; 0.8095; 1.5062 
0.2330; 0.8095; 1.4971 
0.2314; 0.8095; 1.4929 
0.2298; 0.8094; 1.4998 
0.2313; 0.8095; 1.5028 
0.2255; 0.8095; 1.4865 
0.2325; 0.8095; 1.4932 
0.2297; 0.8095; 1.4912 
0.2297; 0.8095; 1.4806 
0.2305; 0.8095; 1.4743 
0.2327; 0.8095; 1.4865 
0.2364; 0.8095; 1.4789 
0.2348; 0.8095; 1.4731 
0.2340; 0.8095; 1.4757 
0.2324; 0.8095; 1.4724 
0.2298; 0.8095; 1.4713 
0.2252; 0.8095; 1.4669 
0.2251; 0.8096; 1.4806 
0.2278; 0.8095; 1.4791 
0.2267; 0.8096; 1.4677 
0.2242; 0.8096; 1.4610 
0.2260; 0.8096; 1.4631 
0.2281; 0.8096; 1.4577 
0.2260; 0.8097; 1.4587 
0.2260; 0.8097; 1.4609 
0.2247; 0.8097; 1.4638 
0.2231; 0.8097; 1.4564 
0.2226; 0.8097; 1.4531 
0.2230; 0.8097; 1.4534 
0.2238; 0.8097; 1.4532 
0.2154; 0.8097; 1.4962 
0.2533; 0.8098; 1.4237 
0.2367; 0.8098; 1.4926 
0.2303; 0.8098; 1.5055 
0.2232; 0.8098; 1.5054 
0.2714; 0.8098; 1.4787 
0.2539; 0.8098; 1.4805 
0.2450; 0.8098; 1.4626 
0.2429; 0.8098; 1.4725 
0.2558; 0.8098; 1.4695 
0.2541; 0.8098; 1.4906 
0.2388; 0.8098; 1.5172 
0.2414; 0.8098; 1.5232 
0.2422; 0.8098; 1.5025 
0.2398; 0.8098; 1.5211 
0.2352; 0.8098; 1.5002 
0.2350; 0.8098; 1.4884 
0.2393; 0.8098; 1.4984 
0.2346; 0.8098; 1.5061 
0.2341; 0.8098; 1.4938 
0.2343; 0.8098; 1.5042 
0.2336; 0.8098; 1.4965 
0.2307; 0.8098; 1.5028 
0.2342; 0.8098; 1.5112 
0.2423; 0.8098; 1.5030 
0.2400; 0.8098; 1.5111 
0.2377; 0.8099; 1.5183 
0.2370; 0.8098; 1.5116 
0.2406; 0.8098; 1.5108 
0.2336; 0.8098; 1.5029 
0.2322; 0.8098; 1.4984 
0.2269; 0.8097; 1.5015 
0.2274; 0.8097; 1.5037 
0.2244; 0.8097; 1.5077 
0.2249; 0.8097; 1.5148 
0.2259; 0.8096; 1.5182 
0.2256; 0.8096; 1.5212 
0.2258; 0.8096; 1.5205 
0.2261; 0.8096; 1.5241 
0.2236; 0.8096; 1.5224 
0.2238; 0.8096; 1.5228 
0.2273; 0.8096; 1.5156 
0.2267; 0.8096; 1.5119 
0.2261; 0.8096; 1.5053 
0.2250; 0.8096; 1.5073 
0.2259; 0.8096; 1.5048 
0.2258; 0.8096; 1.5055 
0.2219; 0.8096; 1.5002 
0.2251; 0.8096; 1.5007 
0.2273; 0.8096; 1.5007 
0.2700; 0.8096; 1.3385 
0.1873; 0.8097; 1.3815 
0.1975; 0.8096; 1.3800 
0.2596; 0.8096; 1.4836 
0.2584; 0.8096; 1.4350 
0.2451; 0.8096; 1.4473 
0.2389; 0.8096; 1.4347 
0.2359; 0.8096; 1.4358 
0.2209; 0.8096; 1.4610 
0.2121; 0.8097; 1.4504 
0.2143; 0.8097; 1.4407 
0.2101; 0.8097; 1.4344 
0.2187; 0.8096; 1.4593 
0.2250; 0.8097; 1.4732 
0.2328; 0.8097; 1.4756 
0.2355; 0.8097; 1.5099 
0.2380; 0.8096; 1.5125 
0.2342; 0.8096; 1.5065 
0.2381; 0.8096; 1.5111 
0.2358; 0.8096; 1.4992 
0.2394; 0.8096; 1.4980 
0.2398; 0.8096; 1.5048 
0.2417; 0.8096; 1.5017 
0.2412; 0.8097; 1.5027 
0.2405; 0.8097; 1.5011 
0.2415; 0.8097; 1.4849 
0.2384; 0.8097; 1.4934 
0.2465; 0.8097; 1.4850 
0.2447; 0.8097; 1.4881 
0.2418; 0.8097; 1.4914 
0.2404; 0.8097; 1.4896 
0.2367; 0.8097; 1.4836 
0.2472; 0.8098; 1.4878 
0.2504; 0.8097; 1.5019 
0.2527; 0.8097; 1.5088 
0.2566; 0.8097; 1.5037 
0.2552; 0.8097; 1.5055 
0.2531; 0.8098; 1.5092 
0.2552; 0.8098; 1.5064 
0.2575; 0.8098; 1.5029 
0.2582; 0.8098; 1.5020 
0.2565; 0.8098; 1.5013 
0.2543; 0.8098; 1.5034 
0.2535; 0.8099; 1.4999 
0.2505; 0.8099; 1.4965 
0.2543; 0.8099; 1.4977 
0.2535; 0.8100; 1.5046 
0.2513; 0.8099; 1.5052 
0.2500; 0.8099; 1.5043 
0.2534; 0.8099; 1.5066 
0.3472; 0.8098; 1.4703 
0.1930; 0.8099; 1.4843 
0.1877; 0.8099; 1.4499 
0.2008; 0.8098; 1.5206 
0.2386; 0.8098; 1.4876 
0.2275; 0.8098; 1.4661 
0.2309; 0.8099; 1.4326 
0.2411; 0.8098; 1.4439 
0.2365; 0.8099; 1.4496 
0.2289; 0.8098; 1.4326 
0.2300; 0.8098; 1.4159 
0.2254; 0.8099; 1.3992 
0.2244; 0.8099; 1.4185 
0.2428; 0.8099; 1.4053 
0.2551; 0.8099; 1.4320 
0.2497; 0.8099; 1.4216 
0.2425; 0.8099; 1.4119 
0.2426; 0.8099; 1.4155 
0.2415; 0.8099; 1.4069 
0.2313; 0.8100; 1.3826 
0.2294; 0.8100; 1.3765 
0.2285; 0.8100; 1.3872 
0.2340; 0.8099; 1.3904 
0.2286; 0.8099; 1.3905 
0.2288; 0.8099; 1.3992 
0.2326; 0.8099; 1.4097 
0.2316; 0.8099; 1.4161 
0.2351; 0.8099; 1.4178 
0.2367; 0.8099; 1.4222 
0.2324; 0.8099; 1.4250 
0.2308; 0.8099; 1.4316 
0.2294; 0.8099; 1.4331 
0.2289; 0.8099; 1.4400 
0.2282; 0.8099; 1.4358 
0.2253; 0.8099; 1.4366 
0.2288; 0.8099; 1.4423 
0.2311; 0.8099; 1.4382 
0.2286; 0.8099; 1.4181 
0.2353; 0.8099; 1.4319 
0.2358; 0.8099; 1.4376 
0.2363; 0.8098; 1.4339 
0.2361; 0.8099; 1.4317 
0.2365; 0.8098; 1.4352 
0.2382; 0.8098; 1.4355 
0.2372; 0.8098; 1.4298 
0.2382; 0.8098; 1.4260 
0.2388; 0.8098; 1.4317 
0.2379; 0.8099; 1.4305 
0.2357; 0.8099; 1.4299 
0.2380; 0.8098; 1.4304 
0.1959; 0.8098; 1.5388 
0.1706; 0.8098; 1.5670 
0.2051; 0.8099; 1.6549 
0.1886; 0.8099; 1.5560 
0.2133; 0.8099; 1.5830 
0.1874; 0.8098; 1.6108 
0.1883; 0.8099; 1.6227 
0.1963; 0.8099; 1.5864 
0.1935; 0.8099; 1.5683 
0.1948; 0.8100; 1.5453 
0.2116; 0.8100; 1.5656 
0.2112; 0.8100; 1.5446 
0.2123; 0.8099; 1.5625 
0.2204; 0.8099; 1.5563 
0.2228; 0.8099; 1.5509 
0.2153; 0.8099; 1.5615 
0.2093; 0.8099; 1.5787 
0.2095; 0.8099; 1.5758 
0.2167; 0.8100; 1.5674 
0.2138; 0.8100; 1.5417 
0.2120; 0.8100; 1.5269 
0.2100; 0.8100; 1.5326 
0.2107; 0.8100; 1.5206 
0.2053; 0.8100; 1.5170 
0.2148; 0.8100; 1.5161 
0.2113; 0.8100; 1.5117 
0.2167; 0.8099; 1.5136 
0.2176; 0.8099; 1.5099 
0.2212; 0.8099; 1.5034 
0.2235; 0.8099; 1.4978 
0.2238; 0.8100; 1.5022 
0.2266; 0.8099; 1.4980 
0.2262; 0.8099; 1.4925 
0.2244; 0.8099; 1.4878 
0.2224; 0.8099; 1.4898 
0.2236; 0.8099; 1.4944 
0.2238; 0.8099; 1.4914 
0.2208; 0.8099; 1.4943 
0.2193; 0.8099; 1.4901 
0.2220; 0.8099; 1.4878 
0.2297; 0.8099; 1.4829 
0.2257; 0.8099; 1.5004 
0.2244; 0.8099; 1.5009 
0.2236; 0.8099; 1.4993 
0.2254; 0.8099; 1.4982 
0.2242; 0.8099; 1.4963 
0.2267; 0.8098; 1.4925 
0.2252; 0.8098; 1.4997 
0.2260; 0.8098; 1.5044 
0.2257; 0.8098; 1.5030 
0.2472; 0.8098; 1.3713 
0.2841; 0.8098; 1.5698 
0.2168; 0.8098; 1.5692 
0.2586; 0.8098; 1.5650 
0.2338; 0.8098; 1.5203 
0.2203; 0.8098; 1.5355 
